id	n_markers_total	n_markers_available	markers_available	markers_missing
fibroblasts	45	45	HAS1,ARAP1,LAMA2,MEDAG,ASPN,DPT,COL14A1,FBN1,CTSK,COL6A3,IL1R1,COL12A1,COL5A1,LOX,MMP2,COL7A1,DDR2,COL6A2,LUM,PRG4,COL5A2,PRRX1,POSTN,PTX3,COL1A1,CDH11,FKBP10,COL3A1,DCN,COL1A2,LAMC1,THBS2,MGP,P4HA1,FSTL1,CTHRC1,FN1,RUNX1,SPARC,SERPINH1,TCF4,MDK,S100A4,VIM,FLI1	
