id	n_cells	n_features	n_markers_total	n_markers_available	markers_available
epithelial	26445	17975	25	20	CDH1,CLDN1,CLDN3,CLDN4,CLDN7,DSP,DSG2,EPCAM,KRT1,KRT5,KRT8,KRT13,KRT18,KRT19,OCLN,PKP1,PKP2,PKP3,TJP2,TJP3
