id	n_markers_total	n_markers_available	markers_available	markers_missing
epithelial	27	16	ABI3BP,ANPEP,AQP3,DAPL1,EPCAM,FGFBP1,GPR87,GSTM2,HPGD,KRT15,KRT17,KRT5,KRT6A,PHLDA3,RPS18,SDC1	ADH7,CAPNS2,CLCA2,KRT14,KRT16,KRT4,KRT6B,KRT6C,LY6D,S100A3,SERPINB10
