id	n_markers_total	n_markers_available	markers_available	markers_missing
endothlial	31	31	S100A10,CD9,SRGN,SPARC,IFI27,S100A13,FHL2,MGP,CAV1,CD82,EMP1,EGFL7,SLC2A1,CD34,ENG,LIFR,POSTN,HSPG2,PODXL,AQP1,FLI1,PECAM1,LOX,CD93,ELK3,SRPX,ADGRL4,ADGRF5,PLVAP,KDR,APLNR	
