id	n_markers_total	n_markers_available	markers_available	markers_missing
erythrocytes	14	14	ALAS2,RHAG,SLC4A1,HEMGN,GYPC,NCOA4,EPB41,HMBS,AQP1,SLC25A37,HBA1,HBA2,HBB,LOX	
