p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	direction
4.6739261529562e-31	-4.78786797199303	0.028	0.298	7.76479351790613e-27	1	CHIT1	down
5.3930697180357e-28	-3.09487451705041	0.155	0.446	8.95950672257272e-24	1	MMP18	down
1.65307899369471e-27	-3.41798923191729	0.165	0.456	2.74626013222503e-23	1	SPARC	down
5.19470644502289e-27	-4.64636286539974	0.015	0.236	8.62996581711652e-23	1	PRLR	down
1.29493368298956e-26	-2.68544614010052	0.422	0.666	2.15127332755056e-22	1	S100P	down
3.77184111931064e-25	-3.4678606484021	0.419	0.669	6.26615965151076e-21	1	S100A4	down
9.73182258425936e-25	-1.52599327536959	0.437	0.669	1.61674768592301e-20	1	HMGN2	down
3.73315005960318e-24	-2.80133123984036	0.094	0.33	6.20188219401876e-20	1	PTGS2	down
3.99386168907432e-23	-3.10404603480297	0.133	0.384	6.63500242405917e-19	1	KRT8	down
5.51855136787404e-23	-2.91607665343701	0.143	0.377	9.16796938744914e-19	1	FSTL1	down
1.14541072496754e-22	-2.09349679310576	0.405	0.153	1.90287083738858e-18	1	CTSS	down
1.97537057755868e-22	-3.38372623056051	0.092	0.367	3.28168314049823e-18	1	IL1R1	down
2.11119621469163e-22	-1.12505162173239	0.531	0.736	3.5073302714672e-18	1	NCL	down
2.55086177128384e-22	-4.11965383607266	0.072	0.331	4.23774666063384e-18	1	KRT18	down
3.3200202407087e-22	-4.56531999675373	0.041	0.301	5.51554962588936e-18	1	RasGEF	down
6.82578732634218e-22	-3.0201774649544	0.072	0.287	1.13396804852523e-17	1	UPP1	down
1.55154735627339e-21	-3.3997878714278	0.308	0.548	2.57758562297698e-17	1	COL1A2	down
1.64118945274848e-21	-5.07845263522427	0.018	0.236	2.72650803785104e-17	1	SCG2	down
1.05492012504918e-19	-2.48442419974554	0.113	0.325	1.7525388037442e-15	1	RihA	down
1.05906515509551e-19	-2.26316977963117	0.112	0.321	1.75942494216017e-15	1	CSF1	down
2.95681413918638e-19	-2.72656085130429	0.187	0.418	4.91215532943033e-15	1	S100A13	down
9.81317244097347e-18	-3.28800634974954	0.072	0.284	1.63026233761892e-13	1	FGL2	down
4.06220052018518e-17	-2.62488120122732	0.325	0.529	6.74853372418364e-13	1	MMP9	down
6.96434991640216e-17	-1.08492848719039	0.436	0.649	1.15698745161189e-12	1	AKAP8L	down
3.0004618606346e-16	-1.28554998060958	0.285	0.489	4.98466728907226e-12	1	JUNB	down
1.51173566076196e-15	-3.42236091677575	0.148	0.354	2.51144645322385e-11	1	ARG1	down
4.59063203576457e-15	-3.04319713811368	0.087	0.311	7.62641700101568e-11	1	SLC44A5	down
5.648192035606e-15	-2.6323012425729	0.099	0.301	9.38334142875225e-11	1	COL5A2	down
6.25194863044525e-15	-1.78170234570266	0.184	0.387	1.03863622597587e-10	1	TPM2	down
1.59934289986292e-13	-2.55301583154682	0.101	0.309	2.65698835954226e-09	1	ANO10	down
2.27902686399491e-13	-2.29964969231355	0.369	0.579	3.78614732915474e-09	1	LOC138580806	down
2.57914309132249e-13	-2.41568265899704	0.188	0.415	4.28473041761405e-09	1	CAMP	down
1.43132157005053e-11	-3.30137214130753	0.194	0.397	2.37785452432494e-07	1	BTN1A1	down
3.11108722913438e-136	3.03004623608685	0.997	0.657	5.16844921376095e-132	1	CTSL	up
