p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	direction
5.73614704776666e-51	-3.1642492261613	0.26	0.654	1.17109178127204e-46	1	LOC138562538	down
8.19647737433356e-34	-2.81213352131932	0.184	0.554	1.67339282074394e-29	1	GSTM4.1	down
2.21673115214602e-32	-3.12138022466669	0.119	0.426	4.52567832022131e-28	1	PINLYP.5	down
4.73336996559954e-29	-2.59409297127789	0.086	0.357	9.66364812176803e-25	1	UPP1	down
2.43286406021335e-28	-4.59579248054488	0.016	0.262	4.96693526533158e-24	1	LOC138491214	down
2.68039872612746e-28	-2.97102218502297	0.066	0.336	5.47230203926182e-24	1	FXYD3	down
2.89385208877477e-28	-3.48879947017488	0.051	0.344	5.90808842444257e-24	1	CDH1	down
1.08815669435727e-27	-3.13384547525305	0.079	0.372	2.2215807071998e-23	1	DSP	down
1.73026735943815e-27	-3.14985468026439	0.032	0.256	3.53251384102892e-23	1	FGD4	down
1.42494262366252e-26	-2.49902218519794	0.082	0.353	2.9091628604694e-22	1	COX6B1.1	down
1.79578621902929e-154	3.74722791737138	0.998	0.554	3.6662771447702e-150	1	COL3A1	up
2.84912262834807e-146	3.3136412019708	0.998	0.638	5.81676875803541e-142	1	FSTL1	up
7.23538854374945e-128	4.47576765150756	0.875	0.155	1.47717692509189e-123	1	FBN1	up
8.87218797066684e-128	2.47278597081195	0.989	0.521	1.81134589609134e-123	1	COL5A2	up
8.04969827460656e-116	2.48861065995902	0.977	0.372	1.64342639974368e-111	1	FN1	up
5.88985552148003e-113	2.88165044464106	0.937	0.263	1.20247290326536e-108	1	COL6A3	up
1.78218503999974e-108	2.4951188806698	0.971	0.329	3.63850897766347e-104	1	LUM	up
6.37945922247503e-106	3.00619528474697	0.895	0.355	1.3024303948605e-101	1	LTBP1	up
2.94600137259501e-102	2.64053610432961	0.909	0.344	6.01455640228998e-98	1	LRP1	up
1.35308038200035e-100	2.34380734635699	0.902	0.233	2.76244890789191e-96	1	COL6A1	up
1.86270562497939e-91	-3.73142552796025	0.262	0.803	3.80289980395792e-87	2	VIM	down
2.09247021958078e-80	-3.35678827949483	0.319	0.811	4.27198720029613e-76	2	CIRBP.1	down
5.36218806013208e-61	-4.56043361557702	0.051	0.471	1.09474431435657e-56	2	BASP1	down
3.20408330593556e-50	-2.42016985562007	0.518	0.807	6.54145647739804e-46	2	Fth1.3	down
3.12337344518567e-48	-3.61648682178476	0.246	0.615	6.37667922569106e-44	2	CTSL	down
3.33788706180444e-48	-3.66842887556055	0.108	0.506	6.81463022537995e-44	2	S100G.1	down
3.58613060310871e-47	-2.19274992126913	0.45	0.746	7.32144423930675e-43	2	Fth1.2	down
1.02438786392276e-45	-4.46472994304137	0.06	0.399	2.09139026298471e-41	2	LGALS9	down
1.20712932971951e-45	-3.72211778573402	0.081	0.498	2.46447523955534e-41	2	PFN2.1	down
5.72638947131897e-42	-2.39279051046728	0.469	0.763	1.16909967446448e-37	2	TXN	down
7.11309816855812e-168	4.7356346077026	0.988	0.206	1.45221012209283e-163	2	COL17A1	up
4.84369048586966e-156	4.85882280859527	0.956	0.102	9.88887849595149e-152	2	ITGB4	up
7.10588564700959e-151	3.76940254735098	0.975	0.229	1.45073761369348e-146	2	ITGA6	up
1.1741223834766e-135	4.14124067923332	0.947	0.341	2.39708825810582e-131	2	TBFA	up
6.88937677399313e-134	4.31181465306936	0.908	0.167	1.40653516217844e-129	2	LAMB3	up
4.59841580349e-131	2.80674117212303	0.998	0.783	9.38812570440518e-127	2	KRT1.7	up
9.92360738025106e-130	4.42531436124964	0.917	0.209	2.02600368275206e-125	2	HIFy	up
3.72983290791981e-127	2.59953269479027	0.986	0.56	7.61482686480909e-123	2	KRT19.1	up
2.43104750708119e-123	3.58751304814785	0.892	0.141	4.96322659045695e-119	2	FCN2.3	up
9.158619708317e-118	3.58900563599041	0.88	0.132	1.86982379965e-113	2	SRPX	up
9.04906803711519e-103	-3.74919351093283	0.156	0.803	1.84745773045744e-98	3	ANXA1.2	down
4.59375313349821e-94	-3.82739099970337	0.216	0.8	9.37860639734994e-90	3	VIM	down
1.23224623842769e-83	-3.23471183995445	0.291	0.806	2.51575392037398e-79	3	CIRBP.1	down
3.78584032597398e-73	-2.822682282724	0.226	0.762	7.72917160950847e-69	3	MSN	down
2.92495475011964e-65	-3.39444889730911	0.245	0.731	5.97158761784426e-61	3	LGALS1	down
2.75678896082538e-58	-3.83864897871874	0.063	0.493	5.6282603424211e-54	3	PFN2.1	down
1.40152093733099e-56	-3.19692138037583	0.201	0.671	2.86134514565496e-52	3	COL5A2	down
3.17476250717832e-56	-4.51571621297395	0.047	0.464	6.48159513465526e-52	3	BASP1	down
