id	n_clusters	cells_per_cluster	dims	res
all	17	1:6831; 2:6548; 3:5572; 4:4945; 5:4168; 6:3520; 7:3417; 8:3370; 9:3320; 10:2575; 11:2363; 12:1883; 13:1849; 14:1724; 15:1184; 16:1164; 17:373	10	0.5
