id	n_cells_before	n_features_before	n_Schwann_muscle_markers_total	n_Schwann_muscle_markers_available	Schwann_muscle_threshold	n_cells_Schwann_muscle	pct_cells_Schwann_muscle	n_Schwann_mye_markers_total	n_Schwann_mye_markers_available	Schwann_mye_threshold	n_cells_Schwann_mye	pct_cells_Schwann_mye	n_Schwann_nmye_markers_total	n_Schwann_nmye_markers_available	Schwann_nmye_threshold	n_cells_Schwann_nmye	pct_cells_Schwann_nmye	n_Schwann_other_markers_total	n_Schwann_other_markers_available	Schwann_other_threshold	n_cells_Schwann_other	pct_cells_Schwann_other	n_Schwann_spc_markers_total	n_Schwann_spc_markers_available	Schwann_spc_threshold	n_cells_Schwann_spc	pct_cells_Schwann_spc	n_Macrophage_markers_total	n_Macrophage_markers_available	Macrophage_threshold	n_cells_Macrophage	pct_cells_Macrophage	n_Neutrophil_markers_total	n_Neutrophil_markers_available	Neutrophil_threshold	n_cells_Neutrophil	pct_cells_Neutrophil	n_cells_after	n_features_after	pct_cells_kept
enriched2	54747	18817	7	6	0.4	84	0.15343306482547	4	4	0.2	1191	2.17546166913256	4	4	0.2	1218	2.22477943996931	25	22	0.2	19	0.0347050979962372	6	6	0.2	357	0.652090525508247	9	9	1	2160	3.94542166694065	7	4	1	1398	2.55356457888103	5932	18817	10.8352969112463
