id	n_markers_total	n_markers_available	markers_available	markers_missing
fibriblasts	111	98	ABI3,ASPN,C1S,CD248,CD40,CD44,CD55,CDH11,CEBPB,CKAP4,COL15A1,COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,COL6A2,COL6A3,COPZ2,CTGF,CTHRC1,CTSK,CXCL14,CXCL8,CYP1B1,DCN,DKK1,DKK3,EFEMP1,EGR1,ELN,ENO3,ERCC1,FBLN2,FBN1,FGF2,FGR,FKBP10,FKBP7,FLI1,FMO2,FN1,FOSB,FOSL2,FSTL1,GREM1,GSN,HCK,HHIP,HIF1A,IGF1,IGFBP3,IGFBP6,IL1R1,IL34,INMT,ITGAL,ITIH5,KLF2,KLF4,KLF6,KLF9,LAMB1,LAMC1,LUM,MDK,MGP,MMP14,MMP2,NFAT5,NFKB1,NNMT,NR4A1,NR4A2,OAF,P4HA1,P4HTM,PALLD,PBX1,PDGFRA,PDGFRB,PENK,POSTN,PRKCD,PRRX1,PTCH1,PTX3,RUNX1,S100A4,SERPINH1,SPARC,SPON2,STAT3,TCF4,TNFRSF1B,VEGFA,VIM,ZEB2	CCR2,CELA1,CXCL3,DPEP1,EAR2,FABP4,FRZB,GSTM5,MS4A4C,PIP4K2A,RARRES2,SNHG18,THY1
