p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.05747934375936e-133	8.90958555296931	0.908	0.004	1.26622576621746e-129	1	RELN
8.61613513521076e-128	7.82999007938792	0.908	0.026	1.03169602109014e-123	1	HAPLN3
2.14309343454929e-114	4.4435678571139	0.966	0.188	2.56614007852932e-110	1	MRC1
3.40882312760804e-94	4.17259525533239	0.861	0.129	4.08172481299787e-90	1	NRP2
4.22366796836886e-92	5.03220040570813	0.718	0.035	5.05742002532487e-88	1	UNC5B
2.05696784139036e-90	6.06018729123774	0.693	0.021	2.46301329328081e-86	1	NFIX
7.69333927352745e-86	3.68234977205712	0.933	0.335	9.21200444612177e-82	1	CTSL
1.60768050015131e-81	6.4144290108633	0.613	0.013	1.92503663088117e-77	1	PROX1
5.4541375370418e-79	6.09447694017322	0.613	0.015	6.53078428685385e-75	1	FGF10
3.03496299437272e-76	6.99189948599163	0.576	0.006	3.6340646894619e-72	1	PDPN
1.05225928011562e-75	4.92471754684001	0.622	0.028	1.25997526201045e-71	1	SRGN
1.88644937535351e-75	-5.32392812070775	0.034	0.809	2.2588344820483e-71	1	CD34
1.80089627458544e-71	-3.06231719307616	0.513	0.945	2.15639319918861e-67	1	PMP2
3.585474713945e-69	4.30582545679402	0.613	0.043	4.29324742247774e-65	1	GPNMB
7.89492443925514e-67	2.76101721404735	0.861	0.31	9.4533825235641e-63	1	MMRN1
5.8254033007613e-66	3.78317285786821	0.668	0.083	6.97533791233158e-62	1	FLT4
6.4223785850008e-66	8.91424693033917	0.504	0.002	7.69015611767996e-62	1	STAB2
1.29731070248192e-60	2.27373887530829	0.899	0.425	1.55339983515185e-56	1	FAM107B
1.46402170693623e-59	-5.1747705805341	0.042	0.724	1.75301959188544e-55	1	RAMP3
2.02436172118495e-59	5.23057956233301	0.504	0.018	2.42397072494686e-55	1	SEMA3A
5.77259910121004e-57	4.96754515649922	0.492	0.025	6.9121101637889e-53	1	GAS7
1.597504729635e-55	2.97310677277774	0.71	0.162	1.91285216326495e-51	1	CADM1
3.10959632431717e-54	3.67704151435723	0.601	0.076	3.72343063873738e-50	1	NR6A1
3.12372590254201e-54	-7.2161225291552	0.004	0.667	3.7403493957038e-50	1	ESAM
4.92857445147933e-52	2.15877800659028	0.962	0.652	5.90147504820135e-48	1	PRSS23
1.56755609214889e-51	5.0820411443309	0.445	0.017	1.87699166473908e-47	1	SNCA
3.05091719362907e-50	1.76824196779865	0.903	0.474	3.65316824765144e-46	1	SPARC
9.09712084010312e-50	3.89044515246643	0.534	0.057	1.08928924939395e-45	1	FGL2
3.89888200350043e-49	2.55456110417261	0.714	0.198	4.66852131099141e-45	1	IQSEC1
5.7360150919373e-49	2.51926770783689	0.735	0.233	6.86830447108572e-45	1	ADD3
1.09677070097637e-48	3.60986426502342	0.525	0.056	1.31327323734911e-44	1	PDGFC
1.14825742210824e-48	5.2596109018112	0.403	0.012	1.37492343723241e-44	1	DOCK5
3.25633520236725e-48	4.30582545679402	0.412	0.019	3.89913577131454e-44	1	ITGB3
9.7308928658186e-46	-4.68642626998157	0.038	0.606	1.16517711175312e-41	1	JAG2
1.61208676395596e-45	-5.48289287589644	0.021	0.59	1.93031269116087e-41	1	NOS3
1.14890062052721e-44	-3.45316782090766	0.109	0.679	1.37569360301928e-40	1	KDR
1.48202306330579e-44	2.90942454688233	0.634	0.153	1.77457441600235e-40	1	APCS
1.7505061590254e-44	-1.84957566711012	0.521	0.896	2.09605607481701e-40	1	KRT18
3.10002775240732e-44	-5.48123365197474	0.017	0.555	3.71197323073253e-40	1	SLC29A1
1.70488084050998e-43	3.19624884081377	0.555	0.103	2.04142431842665e-39	1	EXOC6
8.45302723399187e-43	-4.1840977465566	0.109	0.648	1.01216548099819e-38	1	AQP1
9.95506350427602e-43	-6.60853891103466	0.008	0.57	1.19201930400201e-38	1	PLCB1
3.57049460001133e-42	-5.08979792949827	0.021	0.556	4.27531023405357e-38	1	NRP1
1.15034440922174e-41	5.04184471111594	0.382	0.014	1.37742239560211e-37	1	PLCE1
1.20400165474291e-41	2.27607811339997	0.782	0.35	1.44167158138916e-37	1	STAB1
1.72966687087691e-40	-3.23306400886191	0.122	0.647	2.07110311118801e-36	1	KIAA1217
2.26206800899623e-40	2.95431425040315	0.538	0.109	2.70860023397209e-36	1	CLCA1
2.53881306634295e-40	2.79012561850998	0.588	0.127	3.03997476563905e-36	1	SERPINE2
6.16560046762267e-40	3.80001020744182	0.437	0.044	7.38268999993138e-36	1	ENPP2
1.87584239688094e-39	3.69423912944792	0.454	0.052	2.24613368602524e-35	1	VEGFA
5.4111599646431e-39	6.22308502578609	0.328	0.004	6.47932294166365e-35	1	ABLIM2
1.6574037205575e-38	4.93580307370562	0.353	0.014	1.98457521499555e-34	1	PGF
4.41029429330041e-38	-4.32535159890996	0.034	0.548	5.28088638679791e-34	1	ARHGEF9
7.23278133073223e-38	-1.499380998685	0.634	0.902	8.66053236541877e-34	1	KRT8
1.50205550767432e-37	-1.97854883538356	0.391	0.833	1.79856126488923e-33	1	PLVAP
2.19400493619071e-37	1.59987505570797	0.861	0.556	2.62710151059476e-33	1	MARCKS
2.72504160433882e-37	-4.50142882733386	0.029	0.515	3.2629648170353e-33	1	CD93
4.12590064546641e-37	-3.39120414620458	0.097	0.592	4.94035343288148e-33	1	COL4A1
1.19404967798154e-36	3.66284961096731	0.416	0.046	1.4297550844151e-32	1	EMILIN1
1.55585921512172e-36	-3.1959634867152	0.197	0.66	1.86298582418674e-32	1	INSR
2.48720943409943e-36	4.18576339958035	0.391	0.031	2.97818457639066e-32	1	MAFB
4.79997057282723e-36	2.31496712679357	0.576	0.141	5.74748476390332e-32	1	EPB41L2
5.68292239474391e-36	-2.8346304720702	0.168	0.668	6.80473127546636e-32	1	PODXL
1.82810711768102e-35	-3.56037162857415	0.076	0.542	2.18897546271125e-31	1	COL4A2
3.29465010710426e-35	-1.53266869978431	0.643	0.9	3.94501403824664e-31	1	CRIP1
4.01240992537084e-35	-7.59837009331637	0	0.464	4.80445964463904e-31	1	APLNR
5.42264002507081e-35	3.44191962770935	0.437	0.06	6.49306916601979e-31	1	GAS6
1.42533764677144e-34	1.78299615445188	0.697	0.251	1.70669929824413e-30	1	VAV3
1.60418192980164e-34	5.43253839141504	0.294	0.01	1.92084744274449e-30	1	LOC138577431
5.55662632505456e-34	-3.00477154727441	0.16	0.618	6.65350436162033e-30	1	ARL15
7.07420522955383e-34	-3.12007771113937	0.097	0.602	8.47065334186775e-30	1	SPACA4
8.45101569439748e-34	6.18886931044817	0.269	0.003	1.01192461924715e-29	1	CXADR
1.39650641478425e-33	4.08343303545757	0.366	0.028	1.67217678106266e-29	1	LRG1
1.55692383994152e-33	2.8416884236289	0.534	0.126	1.86426060594597e-29	1	CEMIP2
8.62622959935332e-33	3.31913171325712	0.391	0.042	1.03290473222657e-28	1	PLEKHG4B
9.33354456273816e-33	1.72483415825826	0.706	0.287	1.11759862594227e-28	1	SMAD1
2.73150897723095e-32	1.03429381386463	0.979	0.749	3.27070884933634e-28	1	VWF
3.5282221217403e-32	4.98979796334635	0.294	0.012	4.22469316857184e-28	1	GALR1
1.18733177989133e-30	-3.40489036389516	0.071	0.513	1.42171107324188e-26	1	FCN1
1.70279962531005e-30	2.04591135660613	0.584	0.187	2.03893227134625e-26	1	CEBPD
3.0843626933474e-30	2.37254592466868	0.504	0.131	3.69321588901417e-26	1	LGALS9
3.21158354603673e-30	-6.25426850084847	0.004	0.43	3.84555013802438e-26	1	PCDH1
3.49718593232362e-30	6.5043711361761	0.248	0.002	4.1875304353643e-26	1	CYGB
1.72503226067227e-29	-4.8134183079529	0.017	0.425	2.06555362892898e-25	1	EPAS1
1.76025020424453e-29	1.0880748504629	0.937	0.788	2.1077235945624e-25	1	ITGBL1
2.1215586810663e-29	-3.21209904660453	0.071	0.47	2.54035436470878e-25	1	EZR
1.54099653413519e-28	-2.28512977420827	0.256	0.678	1.84518924997347e-24	1	CD2
2.53938005323374e-28	1.89776634169795	0.639	0.247	3.04065367574208e-24	1	ZNF521
3.29102903980097e-28	5.08933363689726	0.252	0.008	3.94067817225769e-24	1	DPP4
3.47202981221926e-28	-4.37583593252499	0.034	0.423	4.15740849715134e-24	1	PDGFD
7.66108941397092e-28	1.77774748623136	0.643	0.256	9.17338846428878e-24	1	ADD1
7.7978510934384e-28	2.64810661363755	0.349	0.062	9.33714689928314e-24	1	ELN
1.2355276847478e-27	-2.58426989627152	0.16	0.56	1.47942084971701e-23	1	LOC138567840
1.27720167874737e-27	1.83748397774604	0.592	0.208	1.52932129013209e-23	1	GALNT1
1.43169021507386e-27	3.22308502578609	0.336	0.04	1.71430586352943e-23	1	RALGDS
2.52062078530985e-27	-4.88543943099208	0.013	0.393	3.01819132833001e-23	1	MCAM
2.98254418729522e-27	-2.84558578487901	0.113	0.532	3.5712984098673e-23	1	DLK1
3.90866982860957e-27	-4.81802650958307	0.025	0.435	4.6802412527771e-23	1	TACR1
2.81419993559461e-26	6.81803161507986	0.21	0.001	3.36972300288098e-22	1	CHAD
3.00041604175422e-26	1.78873238321011	0.613	0.249	3.5926981683965e-22	1	SERPING1
8.76721492059142e-26	-7.13270652096756	0	0.366	1.04978631459162e-21	1	SMAD6
1.2302857411374e-25	3.45647644607179	0.277	0.027	1.47314414643792e-21	1	RNF152
1.31965970813103e-25	2.27555244568022	0.378	0.093	1.5801605345161e-21	1	ARHGAP6
1.98820754278008e-25	-4.82654574193851	0.017	0.406	2.38067971172487e-21	1	LHFPL7
2.22548791154627e-25	7.00444473931075	0.21	0.001	2.66479922528551e-21	1	TC2N
3.4702029095135e-25	2.58683329636808	0.353	0.067	4.15522096385147e-21	1	ASAP3
4.23525509187458e-25	-2.21397877982276	0.113	0.5	5.07129444701063e-21	1	DYSF
9.59499796472316e-25	5.84269366931413	0.218	0.003	1.14890505629595e-20	1	ANKRD6
1.40853195638291e-24	-3.12491404744285	0.067	0.447	1.6865761645729e-20	1	ADGRL2
1.88146820101475e-24	-1.65176978790588	0.353	0.675	2.25287002389506e-20	1	PECAM1
2.10006201202436e-24	3.14952841881601	0.353	0.058	2.51461425319797e-20	1	ADAM8
2.31585160022856e-24	1.98919696561181	0.496	0.145	2.77300070611368e-20	1	CD53
2.91348218758885e-24	0.786742027107497	0.992	0.961	3.48860357141889e-20	1	COX1
4.43657126080831e-24	1.96766380406217	0.466	0.146	5.31235042769187e-20	1	FN1
5.61617415777518e-24	2.09331715081576	0.441	0.114	6.72480693652e-20	1	GPX3
5.79671900099462e-24	4.93733054345221	0.218	0.008	6.94099133179096e-20	1	SEMA3D
7.86934361582408e-24	-5.15195440556084	0.008	0.333	9.42275204558775e-20	1	PCDH17
9.94169223688112e-24	-2.21387631204752	0.13	0.497	1.19041822844414e-19	1	ITGA6
1.03325886550439e-23	5.17506351092314	0.21	0.006	1.23722416555496e-19	1	ARHGEF25
1.24192198954796e-23	1.4508909433089	0.664	0.339	1.48707739028473e-19	1	ECE1
1.5024720717961e-23	1.73475830811005	0.483	0.159	1.79906005876864e-19	1	LBR
2.57596400971425e-23	-2.9889654513289	0.067	0.443	3.08445930523185e-19	1	ACVRL1
2.60702798723471e-23	1.92710019815101	0.605	0.261	3.12165531191484e-19	1	TSPAN18
2.81723701177381e-23	1.96005061995229	0.613	0.275	3.37335959789796e-19	1	GSTP1
3.67002612052939e-23	1.58623578339996	0.584	0.242	4.39448927672189e-19	1	KALRN
7.9330940292012e-23	2.76503463754715	0.361	0.072	9.49908679056552e-19	1	SLC7A8
8.32776832550491e-23	-1.71048761247494	0.227	0.611	9.97166979295958e-19	1	PTGS2
8.38316705972269e-23	2.6058683260603	0.437	0.118	1.0038004237312e-18	1	HMOX1
9.30068075858535e-23	5.28197871483965	0.189	0.004	1.11366351403301e-18	1	P2RY4
1.01429537791843e-22	-5.90722811975737	0.004	0.353	1.21451728551953e-18	1	ARHGEF28
1.09880672768546e-22	2.90882529659712	0.286	0.042	1.31571117573057e-18	1	SEMA5B
1.58888228806755e-22	-3.76786983461091	0.029	0.36	1.90252765173208e-18	1	F8
1.70883017230527e-22	2.7820523179743	0.319	0.054	2.04615324831834e-18	1	ADAMTSL3
2.44710326258169e-22	-6.63986222223483	0	0.31	2.93016144661531e-18	1	MECOM
2.45608347447118e-22	2.18852780374972	0.471	0.158	2.9409143523318e-18	1	SELENOP
2.65371064552858e-22	3.98241843298075	0.239	0.016	3.17755312695593e-18	1	MYO7A
3.08311117272341e-22	6.51463947162993	0.185	0.001	3.69171731821901e-18	1	NPNT
3.45425220260666e-22	-4.01722930354762	0.042	0.365	4.13612158740122e-18	1	RHAG
9.26831003028363e-22	-4.0916114998702	0.021	0.336	1.10978744302616e-17	1	PTGIS
2.66068490773205e-21	1.50881247895788	0.613	0.29	3.18590410851836e-17	1	LOC138487737
3.73579939456437e-21	1.47182877406949	0.584	0.257	4.47324619505138e-17	1	FCHSD2
7.29946744121953e-21	2.3701389032594	0.353	0.071	8.74038231411627e-17	1	CTSZ
8.89888502734391e-21	-1.87645064776483	0.197	0.566	1.06555249317416e-16	1	GNAI2
9.9178418118765e-21	-6.50347375331889	0	0.289	1.18756237855409e-16	1	SUSD1
1.07033166123986e-20	1.86639151273805	0.471	0.167	1.28161513116861e-16	1	LGMN
1.55107047197437e-20	-4.94683997565623	0.008	0.313	1.85725178314211e-16	1	DNASE1L3
1.76492867129026e-20	1.51300272577083	0.609	0.284	2.11332559100296e-16	1	LRRC32
1.77072335401326e-20	1.3394893258389	0.756	0.447	2.12026414409548e-16	1	CD9
2.49110694130866e-20	-4.61989380600224	0.029	0.36	2.98285145152299e-16	1	HS3ST1
2.60189704280814e-20	-3.53979526713091	0.029	0.32	3.11551151905846e-16	1	SEMA3G
2.80579350146996e-20	1.88815770147051	0.445	0.127	3.35965713866013e-16	1	ANGPT2
2.98267333664202e-20	-1.77552710008967	0.235	0.595	3.57145305329516e-16	1	GRB10
3.17380391357456e-20	3.19567886844543	0.261	0.032	3.80031280611418e-16	1	NINJ1
4.94903079163896e-20	6.7674055420099	0.16	0.001	5.92596946990849e-16	1	HPX
7.00668286336192e-20	2.10780424039599	0.378	0.102	8.38980206058957e-16	1	TYROBP
8.38641555146289e-20	3.6970162141185	0.185	0.014	1.00418939813217e-15	1	COL23A1
1.89602342950927e-19	3.02145116461644	0.29	0.045	2.2702984544944e-15	1	PDGFA
1.92216105237063e-19	-3.58426989627152	0.034	0.348	2.3015956441086e-15	1	CD200
2.16185315465864e-19	-1.39156651466402	0.319	0.664	2.58860296738825e-15	1	TIE1
2.39262519163598e-19	-1.46692781027308	0.315	0.614	2.86492940446492e-15	1	SH3BGRL3
3.4884115868494e-19	3.16168448112194	0.248	0.03	4.17702403409347e-15	1	CLU
4.35297370762698e-19	3.04493951753881	0.256	0.031	5.21225071751254e-15	1	PRR5L
4.57217570132845e-19	2.43921845665085	0.277	0.063	5.47472318477068e-15	1	TIAM1
5.5150781318405e-19	-2.87789262193873	0.059	0.384	6.60375455506582e-15	1	TNFAIP8L1
5.68440916723912e-19	3.07194350002319	0.231	0.032	6.80651153685212e-15	1	PIEZO2
9.65259402935779e-19	1.02373391041056	0.819	0.567	1.1558016090753e-14	1	CTNNB1
9.87965167018788e-19	2.42953590325351	0.336	0.09	1.1829894909883e-14	1	PIM3
1.01083271210833e-18	1.67909430612124	0.542	0.232	1.21037108947852e-14	1	DAB2
1.11779096561902e-18	-0.691739058812689	0.819	0.902	1.33844290223221e-14	1	TAGLN2
1.37638755639291e-18	1.47312020219166	0.471	0.168	1.64808646002486e-14	1	MARCHF3
1.59035859283698e-18	1.78877919280246	0.416	0.132	1.90429537906301e-14	1	CCDC50
1.65983358967389e-18	7.31760262457038	0.147	0	1.98748474027552e-14	1	PARM1
2.07455756015182e-18	-3.58574128348819	0.025	0.295	2.48407522252579e-14	1	PTPRG
2.17393845894624e-18	2.18448218656234	0.382	0.103	2.60307391074223e-14	1	UAP1L1
2.90084925471742e-18	4.92967697090877	0.172	0.005	3.47347689759864e-14	1	PRR5
4.96458729232073e-18	1.4277470685037	0.542	0.247	5.94459682382484e-14	1	GJC2
5.34075681536117e-18	7.28197871483965	0.143	0	6.39502221071346e-14	1	OSR1
6.07538130884087e-18	3.18953246607506	0.223	0.028	7.27466157920606e-14	1	DKK3
8.44949428454654e-18	2.55479414146603	0.282	0.052	1.0117424456316e-13	1	LAYN
8.77836764521306e-18	-0.664262514054498	0.933	0.968	1.05112174183781e-13	1	RPLP1
1.14165179236287e-17	2.11616982186957	0.282	0.07	1.3670138561753e-13	1	RAMP2
1.26805627880667e-17	-2.26572761622354	0.122	0.437	1.51837058824311e-13	1	ID3
1.4704098361594e-17	1.69294654980945	0.391	0.144	1.76066873781727e-13	1	CNN3
1.67459418332799e-17	1.30935879992808	0.697	0.422	2.00515907511693e-13	1	CSF1
1.71796332794591e-17	-5.43226680282647	0.004	0.26	2.05708928888243e-13	1	LHX6
2.35625225051561e-17	-1.22550503320378	0.517	0.778	2.82137644476739e-13	1	PRDX1
