Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
14dpa_S1_L001_R1_001	(0.0, 0.00011967160841861601)	(1.0, 0.00011967160841861601)	(2.0, 0.00013555126261314448)	(3.0, 0.00015143091680767294)	(4.0, 0.00015143091680767294)	(5.0, 0.00015143091680767294)	(6.0, 0.00029777321624877007)	(7.0, 0.0004441155156898672)	(8.0, 0.0004441155156898672)	(9.0, 0.0004441155156898672)	(10.0, 0.0008178615912209385)	(11.0, 0.00119160766675201)	(12.0, 0.00119160766675201)	(13.0, 0.00211660742361708)	(14.0, 0.0030416071804821505)	(15.0, 0.0030416071804821505)	(16.0, 0.0030416071804821505)	(17.0, 0.006836547531960841)	(18.0, 0.01063148788343953)	(19.0, 0.01063148788343953)	(20.0, 0.01063148788343953)	(21.0, 0.019228400023221997)	(22.0, 0.02782531216300446)	(23.0, 0.02782531216300446)	(24.0, 0.02782531216300446)	(25.0, 0.06141676040483958)	(26.0, 0.0950082086466747)	(27.0, 0.0950082086466747)	(28.0, 0.0950082086466747)	(29.0, 0.19686181545551593)	(30.0, 0.2987154222643571)	(31.0, 0.2987154222643571)	(32.0, 0.2987154222643571)	(33.0, 0.5513727391403225)	(34.0, 0.804030056016288)	(35.0, 0.804030056016288)	(36.0, 0.804030056016288)	(37.0, 1.267008739682903)	(38.0, 1.729987423349518)	(39.0, 1.729987423349518)	(40.0, 2.3472003965912354)	(41.0, 2.9644133698329522)	(42.0, 2.9644133698329522)	(43.0, 2.9644133698329522)	(44.0, 3.552294423969874)	(45.0, 4.140175478106797)	(46.0, 4.140175478106797)	(47.0, 4.140175478106797)	(48.0, 4.414224530589076)	(49.0, 4.688273583071356)	(50.0, 4.688273583071356)	(51.0, 4.688273583071356)	(52.0, 4.519172848359633)	(53.0, 4.3500721136479115)	(54.0, 4.3500721136479115)	(55.0, 4.3500721136479115)	(56.0, 3.826475602303077)	(57.0, 3.3028790909582426)	(58.0, 3.3028790909582426)	(59.0, 3.3028790909582426)	(60.0, 2.664740396500638)	(61.0, 2.0266017020430334)	(62.0, 2.0266017020430334)	(63.0, 1.5095894655691966)	(64.0, 0.9925772290953596)	(65.0, 0.9925772290953596)	(66.0, 0.9925772290953596)	(67.0, 0.6827252984240147)	(68.0, 0.37287336775266994)	(69.0, 0.37287336775266994)	(70.0, 0.37287336775266994)	(71.0, 0.23926476896950297)	(72.0, 0.10565617018633598)	(73.0, 0.10565617018633598)	(74.0, 0.10565617018633598)	(75.0, 0.06325670148424202)	(76.0, 0.02085723278214804)	(77.0, 0.02085723278214804)	(78.0, 0.02085723278214804)	(79.0, 0.011890475180146628)	(80.0, 0.0029237175781452146)	(81.0, 0.0029237175781452146)	(82.0, 0.0029237175781452146)	(83.0, 0.0018016081485787345)	(84.0, 0.0006794987190122542)	(85.0, 0.0006794987190122542)	(86.0, 0.0006794987190122542)	(87.0, 0.00043930409926933045)	(88.0, 0.00019910947952640678)	(89.0, 0.00019910947952640678)	(90.0, 0.0001433920893725376)	(91.0, 8.767469921866839e-05)	(92.0, 8.767469921866839e-05)	(93.0, 8.767469921866839e-05)	(94.0, 6.698362860360324e-05)	(95.0, 4.6292557988538096e-05)	(96.0, 4.6292557988538096e-05)	(97.0, 4.6292557988538096e-05)	(98.0, 8.543729158278095e-05)	(99.0, 0.00012458202517702383)	(100.0, 0.00012458202517702383)
14dpa_S1_L001_R2_001	(0.0, 0.0007620305357522175)	(1.0, 0.0008616241019113395)	(2.0, 0.001205273393710023)	(3.0, 0.0015289892612626783)	(4.0, 0.0016645512571498728)	(5.0, 0.0018163689237321679)	(6.0, 0.001989958891335955)	(7.0, 0.0021690654892661337)	(8.0, 0.0023294155440865805)	(9.0, 0.00245151696197738)	(10.0, 0.002685422087816381)	(11.0, 0.0031000520231479686)	(12.0, 0.0036258236707885916)	(13.0, 0.004551734904770148)	(14.0, 0.006259389433536892)	(15.0, 0.011784037262669451)	(16.0, 0.026977719842403963)	(17.0, 0.04597118383588595)	(18.0, 0.05835881401133365)	(19.0, 0.0699596991471669)	(20.0, 0.0804253353168998)	(21.0, 0.104450481053548)	(22.0, 0.1410174283944988)	(23.0, 0.18921894909380932)	(24.0, 0.27984997695946245)	(25.0, 0.3882773600377706)	(26.0, 0.5022342455798985)	(27.0, 0.6611896962538341)	(28.0, 0.8714790103264052)	(29.0, 1.1679242617438608)	(30.0, 1.507326410186862)	(31.0, 1.7553900045360824)	(32.0, 1.9559892471077402)	(33.0, 2.197874215491402)	(34.0, 2.476820053517905)	(35.0, 2.7233657654215864)	(36.0, 3.0383663132744663)	(37.0, 3.4354883028268626)	(38.0, 3.6632236293088276)	(39.0, 3.8203340245813338)	(40.0, 4.017156876251828)	(41.0, 4.1860388779800015)	(42.0, 4.311368922158089)	(43.0, 4.404508325055617)	(44.0, 4.42497141936805)	(45.0, 4.334378419474113)	(46.0, 4.285753662896162)	(47.0, 4.24700212994596)	(48.0, 4.075918036501633)	(49.0, 3.795702417284138)	(50.0, 3.6359191042858883)	(51.0, 3.4831726578218416)	(52.0, 3.1922090980720443)	(53.0, 2.8874137278824206)	(54.0, 2.5343985953358734)	(55.0, 2.114643710431068)	(56.0, 1.7417656929515999)	(57.0, 1.426829726451074)	(58.0, 1.1001442935712578)	(59.0, 0.870229089004587)	(60.0, 0.7380576141159926)	(61.0, 0.6008460722061357)	(62.0, 0.467111331393184)	(63.0, 0.3759997682485666)	(64.0, 0.2968471563255009)	(65.0, 0.24029603173951922)	(66.0, 0.21635849009245411)	(67.0, 0.19325278274353783)	(68.0, 0.14044686170860787)	(69.0, 0.09319015589653065)	(70.0, 0.07641114087113324)	(71.0, 0.07176554969574342)	(72.0, 0.055175424092721664)	(73.0, 0.042586400132825164)	(74.0, 0.03278805556737258)	(75.0, 0.015960199974818862)	(76.0, 0.01156793246401694)	(77.0, 0.009216523953695812)	(78.0, 0.007552561137114088)	(79.0, 0.005999078037202231)	(80.0, 0.005078315658191974)	(81.0, 0.004288996191091873)	(82.0, 0.003161838282803554)	(83.0, 0.0024219478234279216)	(84.0, 0.0019399414430433383)	(85.0, 0.0014852239940066386)	(86.0, 0.0011072244840422906)	(87.0, 0.0008860443854894992)	(88.0, 0.0007338589435521114)	(89.0, 0.0006145526183600171)	(90.0, 0.0005306262823278472)	(91.0, 0.0004680309168910579)	(92.0, 0.00041845479902455265)	(93.0, 0.00038645834313148173)	(94.0, 0.00036240583490841465)	(95.0, 0.0003399715382477558)	(96.0, 0.00034997502790627905)	(97.0, 0.00039771226899732045)	(98.0, 0.0005078242103120956)	(99.0, 0.0012856690863333022)	(100.0, 0.0019836331552283595)
22dpa_S1_L001_R1_001	(0.0, 0.00016113701979698341)	(1.0, 0.00016113701979698341)	(2.0, 0.00016119476120398185)	(3.0, 0.0001612525026109803)	(4.0, 0.0001612525026109803)	(5.0, 0.0001612525026109803)	(6.0, 0.0002474989175309854)	(7.0, 0.0003337453324509905)	(8.0, 0.0003337453324509905)	(9.0, 0.0003337453324509905)	(10.0, 0.0005838426132969058)	(11.0, 0.000833939894142821)	(12.0, 0.000833939894142821)	(13.0, 0.0014437661405890252)	(14.0, 0.0020535923870352297)	(15.0, 0.0020535923870352297)	(16.0, 0.0020535923870352297)	(17.0, 0.004275943659591237)	(18.0, 0.006498294932147243)	(19.0, 0.006498294932147243)	(20.0, 0.006498294932147243)	(21.0, 0.013979752801256948)	(22.0, 0.02146121067036665)	(23.0, 0.02146121067036665)	(24.0, 0.02146121067036665)	(25.0, 0.05406031531374796)	(26.0, 0.08665941995712928)	(27.0, 0.08665941995712928)	(28.0, 0.08665941995712928)	(29.0, 0.1900893888928355)	(30.0, 0.2935193578285417)	(31.0, 0.2935193578285417)	(32.0, 0.2935193578285417)	(33.0, 0.551865364359762)	(34.0, 0.8102113708909823)	(35.0, 0.8102113708909823)	(36.0, 0.8102113708909823)	(37.0, 1.278197159850741)	(38.0, 1.7461829488104996)	(39.0, 1.7461829488104996)	(40.0, 2.363709974236729)	(41.0, 2.981236999662959)	(42.0, 2.981236999662959)	(43.0, 2.981236999662959)	(44.0, 3.563641351500076)	(45.0, 4.146045703337194)	(46.0, 4.146045703337194)	(47.0, 4.146045703337194)	(48.0, 4.411501871243387)	(49.0, 4.676958039149582)	(50.0, 4.676958039149582)	(51.0, 4.676958039149582)	(52.0, 4.507653247119905)	(53.0, 4.3383484550902285)	(54.0, 4.3383484550902285)	(55.0, 4.3383484550902285)	(56.0, 3.819682609770954)	(57.0, 3.3010167644516786)	(58.0, 3.3010167644516786)	(59.0, 3.3010167644516786)	(60.0, 2.66672390559511)	(61.0, 2.0324310467385414)	(62.0, 2.0324310467385414)	(63.0, 1.513762853268715)	(64.0, 0.9950946597988887)	(65.0, 0.9950946597988887)	(66.0, 0.9950946597988887)	(67.0, 0.6854590208744692)	(68.0, 0.37582338195004994)	(69.0, 0.37582338195004994)	(70.0, 0.37582338195004994)	(71.0, 0.24066647307653816)	(72.0, 0.10550956420302643)	(73.0, 0.10550956420302643)	(74.0, 0.10550956420302643)	(75.0, 0.0630270938893499)	(76.0, 0.020544623575673392)	(77.0, 0.020544623575673392)	(78.0, 0.020544623575673392)	(79.0, 0.011645960613193949)	(80.0, 0.002747297650714503)	(81.0, 0.002747297650714503)	(82.0, 0.002747297650714503)	(83.0, 0.0017596886254131635)	(84.0, 0.0007720796001118242)	(85.0, 0.0007720796001118242)	(86.0, 0.0007720796001118242)	(87.0, 0.00046801335085803255)	(88.0, 0.0001639471016042409)	(89.0, 0.0001639471016042409)	(90.0, 0.00011860084997479835)	(91.0, 7.32545983453558e-05)	(92.0, 7.32545983453558e-05)	(93.0, 7.32545983453558e-05)	(94.0, 5.956988488672524e-05)	(95.0, 4.588517142809466e-05)	(96.0, 4.588517142809466e-05)	(97.0, 4.588517142809466e-05)	(98.0, 8.328235602741845e-05)	(99.0, 0.00012067954062674224)	(100.0, 0.00012067954062674224)
22dpa_S1_L001_R2_001	(0.0, 0.0009289793400406582)	(1.0, 0.0010389244650615668)	(2.0, 0.001510748557282125)	(3.0, 0.0019231139840930596)	(4.0, 0.001972105076071288)	(5.0, 0.002029142670075011)	(6.0, 0.002168995147757048)	(7.0, 0.002365457971547649)	(8.0, 0.002576660847721234)	(9.0, 0.0027730524635293076)	(10.0, 0.003090924897527583)	(11.0, 0.003547368065522418)	(12.0, 0.00412173165258113)	(13.0, 0.005017670488729494)	(14.0, 0.0062997702141190425)	(15.0, 0.008883053404215241)	(16.0, 0.013670366069471522)	(17.0, 0.021121213321131364)	(18.0, 0.029980839299095383)	(19.0, 0.041051971590384775)	(20.0, 0.05558815551939595)	(21.0, 0.07713569103191344)	(22.0, 0.10350998843200689)	(23.0, 0.14532217644384451)	(24.0, 0.20796939289503955)	(25.0, 0.2921499032622467)	(26.0, 0.39863702623570385)	(27.0, 0.530525531943995)	(28.0, 0.7187834871559627)	(29.0, 1.010188910960895)	(30.0, 1.2961280539871807)	(31.0, 1.4963704550743226)	(32.0, 1.6838553764279829)	(33.0, 1.8913631991802855)	(34.0, 2.1872092239835528)	(35.0, 2.4509687894444157)	(36.0, 2.726866111566833)	(37.0, 3.1060263304218894)	(38.0, 3.3215504630150954)	(39.0, 3.513893548976625)	(40.0, 3.7772144020571425)	(41.0, 4.040429653699573)	(42.0, 4.306478342174716)	(43.0, 4.478113363529734)	(44.0, 4.590988412199677)	(45.0, 4.5913318482994026)	(46.0, 4.593158475467172)	(47.0, 4.622246936329246)	(48.0, 4.494666513563807)	(49.0, 4.198188731539566)	(50.0, 4.011091964898657)	(51.0, 3.81577323976331)	(52.0, 3.4731929175720264)	(53.0, 3.191885568977159)	(54.0, 2.857316643275984)	(55.0, 2.3404241644186166)	(56.0, 1.8727790550685908)	(57.0, 1.5437158593683817)	(58.0, 1.1975659522210274)	(59.0, 0.9440674570422322)	(60.0, 0.8224536223406717)	(61.0, 0.6723344489459473)	(62.0, 0.5074306469711768)	(63.0, 0.4183414143285056)	(64.0, 0.32081090260521355)	(65.0, 0.23265876701259106)	(66.0, 0.17672454069811633)	(67.0, 0.1328326523486099)	(68.0, 0.09438069782421503)	(69.0, 0.06595468482358567)	(70.0, 0.05361192038033812)	(71.0, 0.04570434512875335)	(72.0, 0.03603209365419696)	(73.0, 0.027751530990138395)	(74.0, 0.020166171859486007)	(75.0, 0.01122935642846326)	(76.0, 0.008504796601034497)	(77.0, 0.007712679003409762)	(78.0, 0.007041401352132491)	(79.0, 0.005525454612125932)	(80.0, 0.004723723936860121)	(81.0, 0.003923844669139999)	(82.0, 0.0025637009949014116)	(83.0, 0.001769518365783409)	(84.0, 0.0013421992626419105)	(85.0, 0.0010231162929406849)	(86.0, 0.0007790865368223855)	(87.0, 0.0006081873787587967)	(88.0, 0.0004918335353105033)	(89.0, 0.00041343354654883196)	(90.0, 0.0003539036731566818)	(91.0, 0.0003033460055628701)	(92.0, 0.00026354074333055926)	(93.0, 0.00024837344305241575)	(94.0, 0.00024253438848524314)	(95.0, 0.00023199560707132182)	(96.0, 0.00023883157339386535)	(97.0, 0.000274577980622166)	(98.0, 0.0003576776962305861)	(99.0, 0.0007712536587444709)	(100.0, 0.001129785850765375)
24h_S1_L001_R1_001	(0.0, 0.00015430907845542961)	(1.0, 0.00015430907845542961)	(2.0, 0.0001752544674232866)	(3.0, 0.00019619985639114358)	(4.0, 0.00019619985639114358)	(5.0, 0.00019619985639114358)	(6.0, 0.0003145623900215837)	(7.0, 0.00043292492365202396)	(8.0, 0.00043292492365202396)	(9.0, 0.00043292492365202396)	(10.0, 0.0008342610679690152)	(11.0, 0.0012355972122860067)	(12.0, 0.0012355972122860067)	(13.0, 0.0021080740762337673)	(14.0, 0.0029805509401815283)	(15.0, 0.0029805509401815283)	(16.0, 0.0029805509401815283)	(17.0, 0.007165572196292228)	(18.0, 0.011350593452402928)	(19.0, 0.011350593452402928)	(20.0, 0.011350593452402928)	(21.0, 0.01998949202167291)	(22.0, 0.028628390590942892)	(23.0, 0.028628390590942892)	(24.0, 0.028628390590942892)	(25.0, 0.06236534749383807)	(26.0, 0.09610230439673324)	(27.0, 0.09610230439673324)	(28.0, 0.09610230439673324)	(29.0, 0.20031567552799903)	(30.0, 0.30452904665926483)	(31.0, 0.30452904665926483)	(32.0, 0.30452904665926483)	(33.0, 0.5566536338050393)	(34.0, 0.8087782209508136)	(35.0, 0.8087782209508136)	(36.0, 0.8087782209508136)	(37.0, 1.2717943989132086)	(38.0, 1.7348105768756037)	(39.0, 1.7348105768756037)	(40.0, 2.353211237439754)	(41.0, 2.9716118980039044)	(42.0, 2.9716118980039044)	(43.0, 2.9716118980039044)	(44.0, 3.553392568278983)	(45.0, 4.135173238554063)	(46.0, 4.135173238554063)	(47.0, 4.135173238554063)	(48.0, 4.409812512290793)	(49.0, 4.684451786027525)	(50.0, 4.684451786027525)	(51.0, 4.684451786027525)	(52.0, 4.513677864638922)	(53.0, 4.3429039432503185)	(54.0, 4.3429039432503185)	(55.0, 4.3429039432503185)	(56.0, 3.8192019447940253)	(57.0, 3.295499946337733)	(58.0, 3.295499946337733)	(59.0, 3.295499946337733)	(60.0, 2.658923387306739)	(61.0, 2.0223468282757455)	(62.0, 2.0223468282757455)	(63.0, 1.5072054492648523)	(64.0, 0.9920640702539594)	(65.0, 0.9920640702539594)	(66.0, 0.9920640702539594)	(67.0, 0.6830407616437458)	(68.0, 0.3740174530335323)	(69.0, 0.3740174530335323)	(70.0, 0.3740174530335323)	(71.0, 0.24012514851834613)	(72.0, 0.10623284400315997)	(73.0, 0.10623284400315997)	(74.0, 0.10623284400315997)	(75.0, 0.06407092067737503)	(76.0, 0.021908997351590114)	(77.0, 0.021908997351590114)	(78.0, 0.021908997351590114)	(79.0, 0.01242334679207115)	(80.0, 0.0029376962325521837)	(81.0, 0.0029376962325521837)	(82.0, 0.0029376962325521837)	(83.0, 0.0017933510312632451)	(84.0, 0.000649005829974307)	(85.0, 0.000649005829974307)	(86.0, 0.000649005829974307)	(87.0, 0.00041700000183849507)	(88.0, 0.00018499417370268322)	(89.0, 0.00018499417370268322)	(90.0, 0.00015294351138945238)	(91.0, 0.00012089284907622154)	(92.0, 0.00012089284907622154)	(93.0, 0.00012089284907622154)	(94.0, 0.00011878425287140373)	(95.0, 0.00011667565666658591)	(96.0, 0.00011667565666658591)	(97.0, 0.00011667565666658591)	(98.0, 0.0002850420431541343)	(99.0, 0.0004534084296416828)	(100.0, 0.0004534084296416828)
24h_S1_L001_R2_001	(0.0, 0.0005197359172405638)	(1.0, 0.0006665852648249512)	(2.0, 0.0010581086782877086)	(3.0, 0.0013922246250852141)	(4.0, 0.0015470077294707967)	(5.0, 0.0017131675417222441)	(6.0, 0.0019193703717910453)	(7.0, 0.002089272522156264)	(8.0, 0.0022538605523999278)	(9.0, 0.0024221909207573626)	(10.0, 0.0026950822160135687)	(11.0, 0.003174400881625402)	(12.0, 0.0038570033535772945)	(13.0, 0.004984794367543425)	(14.0, 0.006647290651205205)	(15.0, 0.0101229497509892)	(16.0, 0.018164710430147883)	(17.0, 0.030614271786468725)	(18.0, 0.044990463650521326)	(19.0, 0.06301229161148542)	(20.0, 0.08690195604131842)	(21.0, 0.12322606278149263)	(22.0, 0.17074941571417668)	(23.0, 0.23528049782575508)	(24.0, 0.33783134007685744)	(25.0, 0.47429495092790663)	(26.0, 0.6376638022608657)	(27.0, 0.8306251173817095)	(28.0, 1.0836398819077664)	(29.0, 1.4610393370953398)	(30.0, 1.8605299638620298)	(31.0, 2.148599508886832)	(32.0, 2.4133151426061685)	(33.0, 2.68047721759724)	(34.0, 2.8924799232747636)	(35.0, 3.0561705408387447)	(36.0, 3.345038476276739)	(37.0, 3.7609485366708384)	(38.0, 3.9250011131771836)	(39.0, 3.942414062727037)	(40.0, 4.021343191957253)	(41.0, 4.135251506456315)	(42.0, 4.233878806582178)	(43.0, 4.2157118507491615)	(44.0, 4.112692916846789)	(45.0, 3.949795824656451)	(46.0, 3.850484499970154)	(47.0, 3.811895829590574)	(48.0, 3.686298172299622)	(49.0, 3.4546896566311)	(50.0, 3.3187425632865133)	(51.0, 3.1761266982699485)	(52.0, 2.905187855654459)	(53.0, 2.6176259962181714)	(54.0, 2.2950633956455007)	(55.0, 1.9494120658461067)	(56.0, 1.641429464871165)	(57.0, 1.3441123029801847)	(58.0, 1.0145638798505374)	(59.0, 0.7985783534120513)	(60.0, 0.7066606912903698)	(61.0, 0.6071696595278491)	(62.0, 0.4778211315922265)	(63.0, 0.3861122919372934)	(64.0, 0.3350948676013056)	(65.0, 0.2841174862831351)	(66.0, 0.2395756541256927)	(67.0, 0.19626108432928047)	(68.0, 0.13372354573090808)	(69.0, 0.08769899921278945)	(70.0, 0.072490211965185)	(71.0, 0.06801355226672945)	(72.0, 0.05308843424814886)	(73.0, 0.04137499079880684)	(74.0, 0.031596560694571424)	(75.0, 0.015243216758251148)	(76.0, 0.011063848399553591)	(77.0, 0.009143355326328415)	(78.0, 0.00771857235965339)	(79.0, 0.006068874872340707)	(80.0, 0.0048873438830608195)	(81.0, 0.00395348083015032)	(82.0, 0.002939980822178765)	(83.0, 0.0022174850259340704)	(84.0, 0.0017132423884845197)	(85.0, 0.0013607889849295348)	(86.0, 0.0010832571904122522)	(87.0, 0.000861561080552438)	(88.0, 0.0006871681244506936)	(89.0, 0.0005630721925980358)	(90.0, 0.00047557632749806194)	(91.0, 0.0004199651831274198)	(92.0, 0.0003741589646148586)	(93.0, 0.0003388312928208572)	(94.0, 0.00032034414253882674)	(95.0, 0.0003104643699184704)	(96.0, 0.00032648157704541177)	(97.0, 0.00037617982719629516)	(98.0, 0.000534331035884272)	(99.0, 0.0013079471707630834)	(100.0, 0.0019548477371095973)
33dpa_S1_L001_R1_001	(0.0, 6.754854392207592e-05)	(1.0, 6.754854392207592e-05)	(2.0, 8.821862364920365e-05)	(3.0, 0.00010888870337633139)	(4.0, 0.00010888870337633139)	(5.0, 0.00010888870337633139)	(6.0, 0.00022470498115712248)	(7.0, 0.0003405212589379136)	(8.0, 0.0003405212589379136)	(9.0, 0.0003405212589379136)	(10.0, 0.0006835769963164831)	(11.0, 0.0010266327336950526)	(12.0, 0.0010266327336950526)	(13.0, 0.0018468650527488316)	(14.0, 0.0026670973718026106)	(15.0, 0.0026670973718026106)	(16.0, 0.0026670973718026106)	(17.0, 0.005762577921819209)	(18.0, 0.008858058471835809)	(19.0, 0.008858058471835809)	(20.0, 0.008858058471835809)	(21.0, 0.01955254370002782)	(22.0, 0.03024702892821983)	(23.0, 0.03024702892821983)	(24.0, 0.03024702892821983)	(25.0, 0.06968946479568397)	(26.0, 0.10913190066314811)	(27.0, 0.10913190066314811)	(28.0, 0.10913190066314811)	(29.0, 0.2093955110711259)	(30.0, 0.3096591214791037)	(31.0, 0.3096591214791037)	(32.0, 0.3096591214791037)	(33.0, 0.5645782584403749)	(34.0, 0.8194973954016462)	(35.0, 0.8194973954016462)	(36.0, 0.8194973954016462)	(37.0, 1.2822233760256971)	(38.0, 1.744949356649748)	(39.0, 1.744949356649748)	(40.0, 2.356983452247767)	(41.0, 2.969017547845786)	(42.0, 2.969017547845786)	(43.0, 2.969017547845786)	(44.0, 3.5476672118147685)	(45.0, 4.126316875783751)	(46.0, 4.126316875783751)	(47.0, 4.126316875783751)	(48.0, 4.397312171946274)	(49.0, 4.668307468108798)	(50.0, 4.668307468108798)	(51.0, 4.668307468108798)	(52.0, 4.499049309345735)	(53.0, 4.329791150582673)	(54.0, 4.329791150582673)	(55.0, 4.329791150582673)	(56.0, 3.8122195633985148)	(57.0, 3.2946479762143563)	(58.0, 3.2946479762143563)	(59.0, 3.2946479762143563)	(60.0, 2.6612072251326118)	(61.0, 2.027766474050867)	(62.0, 2.027766474050867)	(63.0, 1.5095989277287816)	(64.0, 0.9914313814066958)	(65.0, 0.9914313814066958)	(66.0, 0.9914313814066958)	(67.0, 0.6835897250304295)	(68.0, 0.375748068654163)	(69.0, 0.375748068654163)	(70.0, 0.375748068654163)	(71.0, 0.24174274025267392)	(72.0, 0.1077374118511848)	(73.0, 0.1077374118511848)	(74.0, 0.1077374118511848)	(75.0, 0.06476923486405256)	(76.0, 0.021801057876920313)	(77.0, 0.021801057876920313)	(78.0, 0.021801057876920313)	(79.0, 0.012452005222429126)	(80.0, 0.0031029525679379397)	(81.0, 0.0031029525679379397)	(82.0, 0.0031029525679379397)	(83.0, 0.001949689781781964)	(84.0, 0.0007964269956259879)	(85.0, 0.0007964269956259879)	(86.0, 0.0007964269956259879)	(87.0, 0.0004883470607284711)	(88.0, 0.00018026712583095412)	(89.0, 0.00018026712583095412)	(90.0, 0.00012991548747658848)	(91.0, 7.956384912222282e-05)	(92.0, 7.956384912222282e-05)	(93.0, 7.956384912222282e-05)	(94.0, 7.334968346402185e-05)	(95.0, 6.713551780582086e-05)	(96.0, 6.713551780582086e-05)	(97.0, 6.713551780582086e-05)	(98.0, 0.00016213152454448238)	(99.0, 0.0002571275312831439)	(100.0, 0.0002571275312831439)
33dpa_S1_L001_R2_001	(0.0, 0.000208220189772647)	(1.0, 0.0003073859256376133)	(2.0, 0.0005082940351674081)	(3.0, 0.0006741737983909684)	(4.0, 0.000790052860525311)	(5.0, 0.0008948593440061919)	(6.0, 0.0009927715804009549)	(7.0, 0.0011268960237127)	(8.0, 0.0012484158334629574)	(9.0, 0.0013312860762152818)	(10.0, 0.0014780847919479707)	(11.0, 0.001705943140087135)	(12.0, 0.0020308084194481375)	(13.0, 0.0026481569085232263)	(14.0, 0.003728673451838407)	(15.0, 0.005846948278762948)	(16.0, 0.014585232363268549)	(17.0, 0.0345894125750851)	(18.0, 0.0522553984418159)	(19.0, 0.06483099259891086)	(20.0, 0.07151743732841268)	(21.0, 0.09384804291806696)	(22.0, 0.12416761846448313)	(23.0, 0.16014110337125095)	(24.0, 0.23520420322885238)	(25.0, 0.3319930255428755)	(26.0, 0.44429334668978804)	(27.0, 0.6145388396514877)	(28.0, 0.8469467641177545)	(29.0, 1.1530852488659373)	(30.0, 1.4954202021488652)	(31.0, 1.734171878517252)	(32.0, 1.9146490609044855)	(33.0, 2.124763845487485)	(34.0, 2.3755219576146356)	(35.0, 2.596039882495149)	(36.0, 2.885414483161991)	(37.0, 3.2848205012958176)	(38.0, 3.5068918602142096)	(39.0, 3.6878123635807385)	(40.0, 3.942912737150392)	(41.0, 4.1979989043927155)	(42.0, 4.391195415542961)	(43.0, 4.4821447409361825)	(44.0, 4.552194817857004)	(45.0, 4.542811329739641)	(46.0, 4.5119198102405145)	(47.0, 4.486319729838273)	(48.0, 4.359755768581059)	(49.0, 4.0141025932839245)	(50.0, 3.7656415189359222)	(51.0, 3.5563777212154717)	(52.0, 3.208711843602347)	(53.0, 2.8939997010334126)	(54.0, 2.5520349479273516)	(55.0, 2.126584483829096)	(56.0, 1.698166847207151)	(57.0, 1.3787696807294718)	(58.0, 1.0840028735361134)	(59.0, 0.8561434111751978)	(60.0, 0.727601009920846)	(61.0, 0.6012276502219619)	(62.0, 0.46548375523357355)	(63.0, 0.37304680452465816)	(64.0, 0.28986813126380434)	(65.0, 0.22477487872018317)	(66.0, 0.18951171017986382)	(67.0, 0.1580642636657026)	(68.0, 0.11596026104446805)	(69.0, 0.07956232728931753)	(70.0, 0.06621778084611235)	(71.0, 0.05971469523355746)	(72.0, 0.04401273412005676)	(73.0, 0.03261340993802862)	(74.0, 0.02478718599581478)	(75.0, 0.01416753848425305)	(76.0, 0.010767699726764623)	(77.0, 0.009382025701314411)	(78.0, 0.008218708554106363)	(79.0, 0.006502249946241412)	(80.0, 0.005494506011057474)	(81.0, 0.0046064712752779445)	(82.0, 0.0030926617484291815)	(83.0, 0.0020631208502355984)	(84.0, 0.0014555914403437684)	(85.0, 0.00101930398585359)	(86.0, 0.0007117787824970652)	(87.0, 0.0005346175240416759)	(88.0, 0.0004197134059397135)	(89.0, 0.000352094073408195)	(90.0, 0.00029965601223802676)	(91.0, 0.0002542514758728877)	(92.0, 0.00021978024044229895)	(93.0, 0.00019352639042748696)	(94.0, 0.00018259308949293657)	(95.0, 0.00018335911694694967)	(96.0, 0.00018899986456286417)	(97.0, 0.0002429003417816029)	(98.0, 0.0003080126753727149)	(99.0, 0.0007326008014743299)	(100.0, 0.0011470912929548633)
