id	n_cells_before	n_cells_after	n_features_before	n_features_after	n_epithelial_markers_total	n_epithelial_markers_available	n_erythrocyte_markers_total	n_erythrocyte_markers_available	n_schwann_markers_total	n_schwann_markers_available	epi_thr	ery_thr	n_cells_epithelial	pct_cells_epithelial	n_cells_erythrocyte	n_cells_erythrocyte.1	pct_cells_kept
11	57167	52205	18906	18906	10	10	8	8	20	13	1	10	4962	8.6798327706544	0	0	91.3201672293456
