id	n_cells	n_features	n_markers_total	n_markers_available	markers_available
epith-eryth	28207	18204	20	13	SOX10,NGFR,MPZ,MBP,PMP22,PLP1,PRX,NCAM1,L1CAM,SOX2,GAP43,EGR2,POU3F1
