id	n_cells	n_features	n_schwann_markers_total	n_schwann_markers_available	schwann_markers_available
10	57167	18906	20	13	SOX10,NGFR,MPZ,MBP,PMP22,PLP1,PRX,NCAM1,L1CAM,SOX2,GAP43,EGR2,POU3F1
