id	n_cells	n_features	dims	res	n_clusters	metric	seed	n_markers_total	n_markers_filtered	n_markers_top	significance	regulation	enrichment	top
11	57167	3000	10	0.5	16	cosine	777	33752	8119	955	0.05	0.5	0.2	30
