id	n_cells	n_features	dims	res	n_clusters	metric	seed	n_markers_total	n_markers_filtered	n_markers_top	significance	regulation	enrichment	top
12	57167	18906	30	2	41	cosine	777	323230	19825	2348	0.05	0.5	0.2	30
