id	n_cells_before	n_features_before	n_Epithelial_markers_total	n_Epithelial_markers_available	Epithelial_threshold	n_cells_Epithelial	pct_cells_Epithelial	n_Erythrocytes_markers_total	n_Erythrocytes_markers_available	Erythrocytes_threshold	n_cells_Erythrocytes	pct_cells_Erythrocytes	n_Fibroblasts_markers_total	n_Fibroblasts_markers_available	Fibroblasts_threshold	n_cells_Fibroblasts	pct_cells_Fibroblasts	n_cells_after	n_features_after	pct_cells_kept
enriched1	54747	18817	23	15	0.2	29750	54.3408771256872	23	18	0.5	5249	9.5877399674868	8	7	0.5	8387	15.3195608891811	12622	18817	23.0551445741319
