id	n_markers_total	n_markers_available	markers_available	markers_missing
basal	50	42	ACADVL,ACTG2,ALKBH7,ANXA11,BACE2,BCL2,BNIP3,CAPN1,CTNNB1,DNPH1,DPP7,DUSP23,FBXO32,GYPC,HEBP2,ILK,IRF6,ITGA2,ITGB4,ITGB6,KRT15,KRT17,KRT5,LAMB3,LAMC2,METTL5,MMP7,MYLK,NNMT,OPTN,PKP3,PLAU,PLP2,RAB13,RARRES1,SERINC2,SLC16A3,SLC25A37,SPHK1,SRSF4,TMEM14A,TYMP	GAPDHP1,KRT14,KRT23,MT1E,MT1L,MT1X,MT2P1,S100A14
