id	n_cells_before	n_features_before	n_endothelial_markers_total	n_endothelial_markers_available	endothelial_threshold	n_cells_endothelial	pct_cells_endothelial	n_cells_after	n_features_after	pct_cells_kept
enriched3	11050	16311	13	13	0.1	1121	10.1447963800905	9929	16311	89.8552036199095
