id	n_cells_before	n_features_before	n_schwann_markers_total	n_schwann_markers_available	schwann_threshold	n_cells_schwann	pct_cells_schwann	n_endothelial_markers_total	n_endothelial_markers_available	endothelial_threshold	n_cells_endothelial	pct_cells_endothelial	n_epithelial_markers_total	n_epithelial_markers_available	epithelial_threshold	n_cells_epithelial	pct_cells_epithelial	n_erythrocytes_markers_total	n_erythrocytes_markers_available	erythrocytes_threshold	n_cells_erythrocytes	pct_cells_erythrocytes	n_fibroblasts_markers_total	n_fibroblasts_markers_available	fibroblasts_threshold	n_cells_fibroblasts	pct_cells_fibroblasts	n_cells_after	n_features_after	pct_cells_kept
enriched	54806	18819	48	40	0.2	42	0.076633945188483	49	49	0.3	983	1.79359924095902	20	20	0.1	32866	59.9678867277305	14	14	1	5027	9.17235339196438	45	45	0.4	9017	16.4525781848703	8883	18819	16.2080794073642
